,Valoracion,Texto
238,2,"Es un artículo bien escrito que da una idea de cómo usar técnicas de mineración de datos en redes sociales como el Facebook. Es un tema actual e intrigante. Pero sentí falta de cosas más concretas, o sea una implementación concreta de una de las técnicas mencionadas aplicadas al facebook o a otra red social.  La frase ""el cual puede convertir datos cuyo almacenamiento es innecesario."" en la página 3 parese inconclusa. Convertir en que?"
239,-2,"El artículo describe algunos aspectos generales de la aplicación de minería de datos a redes sociales.  La revisión de información no es completa y dista mucho de ser considerada como el estado del arte del tema.  Sugiero primero revisar artículos de revistas indexadas en el tema, identificar un problema de investigación concreto, donde se pueda realizar un aporte en el tema, y plantear una propuesta de investigación."
240,0,"Correcciones a artículo: “Manejo de información, un continuo reto de la tecnología”. Evaluación general  El trabajo es interesante pero falta algo de implementación, pues en general es una buena revisión a la literatura existente. Al leer el artículo da la impresión que falta algo (la implementación). Se debería haber planteado un esquema con el modelo que se propone y eso dejaría más claro la buena intención de la investigación que se hará a futuro. El trabajo actualmente es una revisión a la literatura con la presentación de una intención de investigación. Un mejor título habría sido una revisión al estado del arte en……ABC o indicar propuesta de modelo XYZ   Correcciones de Formato Verificar el orden que pide  revista Ingeniare, en cuanto a las referencias."
241,2,"El artículo está muy bien escrito y se lee con facilidad, teniendo básicamente características de un artículo de divulgación.  Se discuten aspectos centrados esencialmente en los problemas de recuperación de información ante el crecimiento exponencial de los datos. La propuesta realizada al final del artículo es interesante, aunque, desde mi punto de vista la inclusión del tema Big Data está dado con cierta liviandad y requiere un análisis más detallado de lo que se describe."
242,1,"El artículo aborda un tema de interés como lo es el manejo de grandes datos y su estructura en base a metadatos para su procesamiento en la era de la web semántica.  El artículo presenta serias deficiencias léxicas e incluso semánticas. La traducción del título y el abstract en inglés presentan errores graves. En el aspecto semántico, en la introducción mencionan como problema que las bases de datos relacionales no tengan problemas de adaptación. Como error léxico, escriben A un, en lugar de Aún. En forma errónea se utiliza el término Apropósito, en lugar de A propósito. Las conclusiones no permiten centrar una propuesta. Hay buena utilización de las referencias bibliográficas."
243,-2,"En su forma, tiene algunos problemas, por ejemplo en la página 5, en la descripción del laboratorio implementado, se describe, la estructura propuesta con seis cámaras para localizar los robots en el campo durante un juego de futbol, señalando que esto es mostrado anteriormente y aparece [9], donde figura ni referencia existen. Por otro lado, en medio de las referencias bibliográficas, aparece la figura 14, que no es referenciada en el documento.  En su contenido, sobre el 50% del artículo está dedicado, al análisis de técnicas de captura de posición y movimiento por triangulación de imágenes, tratadas reiteradamente en la literatura técnica y que no aporta valor desde el punto de vista científico. Es solo una recopilación bibliográfica de técnicas de visión. Por otro lado, la descripción de los resultados no son un aporte al tema del artículo que es el  uso de técnica de visión para la determinación de robots dedicados a futbol.  Finalmente creo que el autor del artículo fue muy poco riguroso al escribirlo, donde al menos debía haberlo revisado antes de enviarlo."
244,1,"Muy buen artículo para comprender la ubicación espacial de objetos, con propósitos de control, en este caso aplicable a un conjunto de robot en un juego de futbol."
245,1,"Me parece un artículo interesante de ser considerado, aunque el objetivo final del mismo es algo oscuro: ""medir la posición de robot en un campo de futbol"". En particular, no es claro si el trabajo se orienta a un objetivo posterior más ambicioso (múltiples robots, movimiento del equipo en tiempo real, y que hacer finalmente con estos datos???).  Por lo que puede deducirse, aunque no es explícitamente dicho, se hicieron mediciones de ""un"" robot ""ubicándolo"" en diferentes posiciones del campo, pero no con este moviéndose en tiempo real. Se presentan así resultados, que podrían haberse obtenido con otra configuración más clásica del área de visión computacional (el aporte del robot y el campo de futbol, al menos hasta ahora no tienen una relevancia fundamental en el trabajo desarrollado).  Finalmente, no me parece que los resultados obtenidos sean estrictamente novedosos, pero aun así puede ser una experiencia atractiva de ser conocida."
246,-2,El trabajo presenta una encuesta a dos mineras sobre la etapa de arquitectura del proceso de outsourcing de TI. El trabajo es exploratorio y por lo tanto su contribución es reducida ya que aún no se presentan resultados. Creo que en este estado es inadecuado para la conferencia donde se espera la presentación de resultados y contribuciones a la investigación. El documento debe ser mejorado en cuanto a su redacción.
247,-2,"El nombre del artículo es “¿Cómo afecta ….”, e indica en su Resumen “… aplicado a través de un estudio de caso a dos mineras de la región de Antofagasta y a una empresa de tipo proveedora”. Sin embargo, el artículo no presenta una sección con el estudio de caso indicado, lo cual indica que no es posible responder a la pregunta expresada en el título del artículo. Por lo tanto, son buenas intenciones lo expresado, pero no hay evidencia empírica.  El tema es muy importante, la forma de solución también es adecuada, pero todo está expresado en términos teóricos. Se indica que “la investigación se encuentra actualmente en la etapa de realización de entrevistas”, por lo expresado, no se ha realizado análisis de los datos ni resultados y conclusiones.  La sección Resultados no presenta resultados.  Va a ser un artículo interesante cuando se cumpla con todas las etapas de la metodología planteada.  Algunas observaciones y/o comentarios menores: - Las Referencias [6] y [13] no fueron usadas en el texto. - El primer párrafo del Estado del Arte es una repetición del segundo párrafo de la Introducción. - En página 3, cambiar “actividades claves” por “actividades clave”. - La Figura de la página 6 no tiene título."
248,-1,"El artículo presenta una introducción  a la investigación del efecto del Outsourcing TI en la minería de la segunda región, pero no muestra resultados concretos. En el mismo artículo se  indica que la investigación no se encuentra finalizada. Sería interesante contar con la totalidad del análisis de los resultados."
249,-2,"El artículo tiene dos contribuciones principales: una discusión sobre la utilidad de los controles SCADA sobre dispositivos móviles, una descripción de algunas de las aplicaciones concreta que implementan esta función en celulares o tablets.  Hay varios errores de escritura a lo largo del artículo. Por ejemplo se utilizan separadores al final de frase _, pero no en forma consistente. La primera y última oración del abstract parecen mal redactadas. En los párrafos finales de la introducción las listas no son claramente explicadas.  Si bien es relevante para la conferencia hacer una revisión de aplicaciones SCADA para móviles, no se define un mecanismo de búsqueda, ni un criterio para compararlas. ¿Cuáles son sus diferencias? ¿Cuál es adecuada en cada caso?  Se sugiere incluir una tabla comparativa de sus prestaciones, y más importante, definir criterios de comparación para poder aportar nuevos datos al lector. Las conclusiones retoman la introducción pero no responden qué aplicaciones convendría usar para el contexto de industria minera."
250,-2,"El artículo presenta un análisis teórico sobre sistemas SCADA.  No hay evidencia sobre la aplicación en un caso de estudio.  El Resumen no es adecuado, tampoco la introducción.  La sección de Resultados y la sección de Conclusiones  no presentan aportes para un artículo científico o que muestre experiencias empresariales en aplicaciones de TICs.  Las Referencias [3], [5] y [7] son  del mismo autor, mismo título y misma fecha. Lo mismo pasa con las Referencias [4] y [6].  La Referencia [1] no es utilizada en el texto."
251,-2,"La aplicación de sistemas SCADA para la minería es algo interesante pero el trabajo solo se limita a mencionar las herramientas móviles y no existe un punto de comparación claro entre ellas. Tampoco queda claro el aporte específico de estas herramientas en un proceso minero real.  Existen problemas de consistencia en el resumen y la introducción. Las conclusiones no son suficientemente convincentes, además existen algunos problemas de redacción."
252,1,"el trabajo presenta un estado del arte respecto de las redes de sensores sub acuáticas UWSN y  la robótica móvil autónoma submarina. En particular describe la problemática presentada, entregando topologías, estrategias y hardware para la comunicación.  El texto es muy descriptivo, poco analítico y crítico, generando escaso aporte y valor, más allá de una recopilación bibliográfica."
253,0,"El trabajo consiste en un artículo tipo survey o estudio de la temática sobre redes y vehículos sub-acuáticos, revisión bibliográfica y de tecnología relacionadas muy interesante y completa a mi juicio. Sugiero que pudiera entregar una contribución tomando como base de este estudio, por ejemplo proporcionando una taxonomía de las características de las tecnologías requeridas para este tipo de par problemas-soluciones, y agregando una propuesta mediante una metodología de implementación y prueba. Lo anterior lo señala como entrega en trabajo futuro, quizás al menos debió entregar una tabla comparativa de las tecnologías asociadas y descritas."
254,2,"Es un buen trabajo, bien escrito, trata un tema nuevo en red de sensores acuáticos, reportara las pruebas más en detalle y la efectividad en la aplicación."
255,1,"El artículo presenta un experimento que compara distintas arquitecturas de navegación para un robot móvil. Se describen las arquitecturas (algoritmos, enfoques) utilizados, así como las métricas definidas para evaluar la performance en la navegación. Los resultados son analizados estadísticamente utilizando análisis de varianza.  El artículo está bien escrito y el experimento se presenta en forma clara. Las referencias bibliográficas parecen son adecuadas. En la introducción se justifica correctamente los objetivos de comparación y se describen en forma general los enfoques posibles para la navegación de un robot.  La selección de métricas está justificada e intenta ir más allá de una combinación de mediciones simples. El experimento está bien descrito, aunque se podría explicar por qué no se incluyeron otras configuraciones de obstáculos en la observación. Los métodos estadísticos (análisis de varianza) están aplicados correctamente, aunque se podría incluir un análisis de la normalidad en la distribución.  Uno de los puntos débiles del trabajo es que hace falta una discusión más profunda de los resultados. Más allá de indicar que uno de las arquitecturas tiene mejor rendimiento, se debería discutir las razones y realizar nuevas conjeturas.  La generalización de los resultados y la discusión de amenazas a la validez debe ser parte de la discusión. Por ejemplo: ¿En qué tipo de obstáculos funciona mejora cada algoritmo? ¿Cuál es el esfuerzo de programación de cada uno de las arquitecturas? ¿Cuáles son los objetivos de navegación de alto nivel del robot (comportamiento deliberativo)?"
256,1,"Es innegable el interés que ocasiona la problemática de la navegación de robots, por lo que el trabajo presentado constituye una alternativa para la elección de la arquitectura de control, dado que nos plantea mediante la comparación de métricas una posible solución al problema, sin embargo debe tenerse presente que ha sido realizado en un ambiente de simulación, bajo ciertas condiciones que no necesariamente se replicarán en la práctica lo cual a mi parecer restringe el ámbito de aplicación de los resultados obtenidos. Por otra parte las referencias y desarrollo de cálculos estadísticos dan validez a los resultados obtenidos con la consideración del ambiente en que fue realizada la prueba.  Trabajo bien desarrollado, aunque se plantea la necesidad de realizar pruebas con el móvil real, bajo diversas condiciones de entorno del robot, para validar los resultados obtenidos en simulador."
257,2,"El trabajo compara cuatro arquitecturas de navegación autónoma para robots móviles, las arquitecturas reactivo puro, redes neuronales, lógica difusa y una arquitectura hibrida neuro-difusa.  EL trabajo está bien planteado, el trabajo experimental parece replicable y los resultados presentados suenan coherenten.  El principal aspecto a mejorar sería el análisi/discusion de los resultados, el cual se puede desarrollar más."
258,-1,"El artículo presenta un plan de investigación que propone combinar los constructos teóricos de competencias para la gestión de tecnología (con el modelo BTM) y la precepción de éxito profesional (con un modelo propuesto que combina varios factores de diversas fuentes).  La capacidad de gestión de TI es un elemento clave para los profesionales del área y no solo sus competencias tecnológicas. Parece relevante estudiar como impactan estas competencias en el éxito profesional, o, al menos, en la precepción subjetiva de dicho éxito.  El estudio contiene referencias a fuentes relevantes, aunque se sugiere reducir el número y priorizar para el caso de los artículos en revistas o congresos.  Si bien el tema es relevantes existen algunos riesgos en la definición de los constructos que no son analizados. ¿Cuáles son los límites entre la percepción de éxito profesional y personal? ¿Se puede hacer un estudio de la percepción del éxito profesional solo considerando el modelo BTM y dejando fuera las competencias tecnológicas? ¿El estudio aplica a todos los profesionales de TI o solo a los que gestionan proyectos tecnológicos como CIOs?  La principal debilidad de la investigación es que se identifica como un método experimental, cuando en realidad la encuesta no tiene el grado de control sobre el objeto de estudio para clasificarse de esta manera. También se habla de estudio de causalidad, pero la encuesta solo permitiría un estudio de co-relación.  Sobre la encuesta se explica cuáles son los factores evaluados y la escala Lickert. Sin embargo, faltan ejemplos de preguntas concretas y explicar como van a ser respondidas por los sujetos. Por ejemplo: ¿Es viable que una persona evalúe su compromiso o liderazgo? Aunque se esté evaluando la relación en términos generales y no propios, convendría realizar primero una validación del modelo y luego de la propia encuesta con un grupo de expertos o gestores de profesionales de TI."
259,-2,"El artículo muestra el diseño de una investigación sobre el impacto de las competencias TI en la percepción del éxito profesional, pero no es lo que señala en su título. Se observa una sección correspondiente a una extensa revisión de trabajos previos y definiciones, en comparación con la sección que muestra el diseño de la investigación, la cual es bastante breve. En mi opinión era conveniente haber presentado el artículo como una revisión sistemática sobre la literatura existente del tema con el objeto de encontrar brechas y/o similitudes en el diseño de la investigación, o haber puesto más énfasis en esto último. Si bien el tema puede ser novedoso, el artículo no lo demuestra, ya que solo es la presentación de un diseño de investigación.  En la sección de conclusiones, no se muestran conclusiones concretas a partir del trabajo realizado, solo se plantean posibles escenarios de un trabajo futuro.  Con respecto a la forma, el artículo se encuentra bien estructurado, pero se observan detalles a corregir:  - abuso de “TI” - en algunos párrafos se señalan trabajos previos sin ser referenciados - la figura del modelo es muy básica (no es un aporte) - párrafos no alineados (justificados) - la figura 1 debió ser una tabla - error en la correlación de figuras"
260,0,"Este artículo tiene como objetivo identificar la incidencia de las competencias de negocio TI en la percepción del éxito profesional. Se presenta el problema, el modelo de análisis, la hipótesis y la metodología de investigación.  Es un tema interesante, pero la autora indica que la investigación se  encuentra en la fase de recolección de datos y que faltan unos 7 meses para  obtener los resultados finales.  Sin embargo, el análisis teórico realizado es  bastante importante.  La Figura 3 es muy simple. Sugiero que el modelo propuesto aporte mayor información. Para ello, puede unir en una sola figura las Figuras 3,  4 y 2.  Utiliza referencias numéricas y referencias en formato APA (debe usar solamente referencias numéricas y de manera correcta).  Hay 2 páginas con número de página 3.  En página 5 aparece la Figura 4, en página 6 aparece la Figura 2 ¿? ¿Existe la Figura 3?  En Referencia [11] no indica el nombre de la conferencia, Referencia [15] no tiene fecha, la Referencia [30] ¿es un libro?, la Referencia [34] tiene su título escrito totalmente en mayúsculas, Referencia [45] dice solamente “Quinta”, Referencia [46] dice “Segunda”.  En Conclusiones, cambiar “tesis q del” por “tesis del”. Cambiar “se mostrara” por “se mostrará”.  Las Referencias [8] y [46] no son utilizadas en el texto.  El nombre del autor e institución debería ser anónimo (según normas del congreso).  En página 5, debe revisar que el texto esté justificado a la derecha.  En página 8, cambiar “se capaces” por “ser capaces”."
261,1,"Me parece un trabajo interesante, con énfasis en cubrir brechas prácticas. Su contenido y estructura están técnicamente bien presentados. Sin embargo, por otro lado, no existe una distinción clara entre los trabajos previos y la propuesta original de este trabajo. El artículo expone que existen trabajos previos respecto a este maridaje CMMI-ÄGIL pero no indica si estas propuestas son suficientes o insuficientes para la mejora. Es decir, la motivación o justificación de este trabajo no está explícita."
262,-2,"El artículo realiza una descripción general del modelo CMMI y de las metodologías ágiles, tomando como casos particulares Scrum y XP. Se realiza una discusión sobre la combinación de estos enfoques para la mejora de procesos, realizando un mapeo de las áreas de proceso REQM y PPQA con sus equivalentes en las metodologías ágiles.  El artículo realiza descripciones generales correctas de las metodologías, pero no contiene elementos de investigación novedosos que aporten al conocimiento en esta área. Para la comunidad técnica/científica de ingeniería de software resulta evidente que los enfoques tienen distintos puntos de partida, pero son combinables. Esto es especialmente cierto para expertos en mejora de proceso de software.  La revisión que se realiza sobre la investigación de la combinación de agilidad y CMMI no es sistemática. Por estado del arte no se entiende una descripción simple de cada enfoque, sino recoger la investigación más actualizada sobre este tema.  Si bien puede ser interesante realizar un mapeo entre áreas de proceso y prácticas ágiles, no se explica que pasos se van a seguir para realizar esto. Tampoco se realiza una validación de este mapeo o se explica cómo puede ser aplicado, por ejemplo por un consultor en mejora de procesos. No se aporta ninguna evidencia empírica de la aplicabilidad o utilidad del mapeo."
263,-1,"El artículo presenta una descripción de la integración entre CMMI y métodos ágiles de desarrollo. Un énfasis que hacen los autores es que esta integración es recomendable para PYME. El desarrollo de software para las más pequeñas empresas es un desafío aun no resuelto. Como tal, los autores toman un tema que es interesante y justifican bien la idea del tema. Sin embargo, creo que no logran desarrollar su punto en la forma que se esperaría desde un punto de vista científico. Aunque los autores indican que hacen una revisión de la literatura, esta no es lograda adecuadamente, ya que no se observa una metodología de revisión sistemática propia de esta meta. Por otra parte, el artículo en mi opinión hace un resumen adecuado para personas que no pertenecen al área pero están familiarizados con algunos conceptos claves descritos en el paper. Vale mencionar que me parece un artículo bien escrito y planteado, en general, con una estructura fácil de entender. Además, otra crítica que haría es que si bien las ideas de CMMI y desarrollo ágil me parecen bien descritas, no pasa lo mismo respecto a justificar adecuadamente su aplicación concreta en PYMEs. Pienso que el artículo podría ser mejorado sustancialmente. Una sugerencia que haría para ello sería la presentación de un caso que dé fuerza al argumento central del artículo, es decir, CMMI y desarrollo ágil son compatibles y especialmente útiles para PYMEs. De esa forma, podría darse menor énfasis a la revisión (que me parece insuficiente en ese sentido) y se alzaría la relevancia práctica del argumento. Si así fuera, el artículo podría tener una interesante proyección. Además, deberían mejorarse la inclusión de referencias ya que existen una gran cantidad de argumentos que merecen ser aclarados si pertenecen a una opinión de los autores o son extraídos de la teoría existente. Existen muy pequeños errores ortográficos y gramáticos."
264,-1,"• Revisar los conceptos de metodologías, métodos y modelos ya que son utilizados de manera indistinta, recomiendo revisar los términos,  elegir el más apropiado y estandarizar su uso  • Agregar referencia a afirmaciones que haces dentro de las diferentes secciones por ejemplo: ”la calidad de un sistema o producto está muy influenciada por la calidad del proceso empleado para desarrollarlo y mantenerlo”  •Resumen:   •Revisa redacción en el uso de palabras como:    oconstrucción --> desarrollo    omodelos: metodologías? las metodologías ágiles son empleadas para mejorar la calidad de los procesos? revisar conceptos de modelos de mejora y metodologías de desarrollo de software ágiles    o“estos dos modelos”: cuales modelos, si estás hablando de un modelos y metodologías ágiles  •Abstract   •Revisar la redacción del abstract frases como:    o Give --> provide?    o Consisting of ""heavy"" development --> processes?    o The agile software development models --> methodologies?    o With --> between    o Models --> methodology and model   •Introducción    o Basar los desarrollos --> el desarrollo    o Lo antes dicho argumenta la selección de procesos ágiles.. procesos o metodologías?    o … han aplicado técnicas como procesos de mejora del proceso o certificaciones con excelentes resultados prácticos --> aquí dos comentarios: (1) no veo la relación entre procesos de mejora de proceso y certificaciones... y (2) ¿estás hablando de procesos de mejoras procesos o iniciativas de mejora de procesos?   •Estado del arte    o Procesos ágiles y CMMI?    o “Para asegurarse esa posición, muchas empresas recurren a certificaciones” --> a certificaciones o a implementación de mejoras siguiendo modelos como CMMI   •Propósito y niveles de CMMI    o En concreto, la propuesta de CMMI consiste de una serie de prácticas y procesos de alto nivel que ayudan a las organizaciones a construir un modelo para mejorar sus procesos --> CMMI no es para construir modelos, te proporciona un conjunto de buenas prácticas que pueden ser implementadas en las organizaciones para mejorar sus procesos.... como lo mencionas en la frase siguiente!    o Referencias de las Tablas    •Modelos ágiles de desarrollo de software:    o En toda la sección, ¿estás hablando de modelos o metodologías? Ya que usas modelos, método y metodología indistintamente    •Aseguramiento de la calidad del proceso y del producto:    o Referencia de la fuente de la fuente de los conceptos de esta sección    o Tabla 4: Recomiendo agregar una breve descripción de la práctica CMMI para que sea mejor entendida la relación que propones    o Tabla 5: revisar “Fase de planificación: EN esta fase se detectan y corrigen las no conformidades” --> ¿estás seguro?    •Gestión de Requisitos (REQM):    o Referencia de la fuente de la fuente de los conceptos de esta sección    o “El Product Backlog, que permite trazar un requisito y un papel responsable para el seguimiento de ella” --> no se entiende    o Tabla 6: (1) recomiendo agregar una breve descripción de las prácticas CMMI; (2) “entre los cuales están los proveedores de los requisitos” --> te estas refiriendo al product owner?;    o Pregunta: ¿quien valida esta trazabilidad? o ¿cómo se ha realizado la validación?   •Conclusiones:    o “Últimamente se vienen aplicando en la industria diversas metodologías” --> ¿cuáles metodologías?    o“El llegar a un nivel superior indica que hay una serie de prácticas importantes que aumentan la madurez de la organización a la hora de enfrentarse a problemas más exigentes.”  --> indica que la organización va estandarizando su forma de trabajar... todos trabajan de la misma manera    o Resaltando las limitaciones y proponiendo soluciones a los problemas en estas áreas, este estudio genera una nueva comprensión de la mejora de procesos de desarrollo de software mediado con prácticas ágiles y CMMI. -->¿?    o se sugiere el desarrollo de una guía para facilitar la mejora organizativa de nivel del aseguramiento de la calidad del proceso y del producto y gestión de requisitos de CMMI. -->¿ en qué parte?, esto no lo veo en el desarrollo del artículo    o También se muestra que el conjunto de uso combinado de las prácticas XP y Scrum mejora algunos aspectos de comunicación dentro de los equipos de desarrollo --> ¿en qué parte del artículo se menciona esto?    o Así, la relación de correspondencia definida en este trabajo, establece una guía de apoyo para toda aquella organización ágil que desee certificarse de acuerdo al modelo de procesos CMMI. --> desde mi punto de vista, el trabajo presentado no tiene la profundidad para asegurar esta conclusión   •Referencias:    o Revisar el formato de las referencias de acuerdo a la guía del congreso    o Referencia 9 --> Editirial?"
265,1,"Resumen:  El artículo busca analizar las redes de colaboración existentes entre investigadores de Sistemas de Información (SI) en Chile y en Latinoamérica. Se utilizan las co-autorias de investigaciones publicadas en Contecsi e Infonor para realizar un análisis de redes sociales, explicando estas últimas. Se plantean 3 preguntas que se responden luego en el análisis de los resultados a través de tablas y grafos; concluyendo varias similitudes entre comunidades y que existe colaboración entre investigadores de SI, la cual es lamentablemente es en su mayoría intra-institucional.  Evaluación:  El trabajo está bien realizado. Presenta una estructura clara y concisa que ayuda al lector a entender las ideas que se están tratando. Es un trabajo interesante que pertenece a un proceso que aún no termina debido a la escasez y continuidad de datos. La primera provocada por problemas de registros y normalización de papers publicados, y la segunda debido a que habrá nuevas versiones de los congresos que entregaran nuevos datos.  Aun así, se logra identificar algunos problemas, estos son:  1) No se da un argumento basado en datos del por qué estos son los dos congresos elegidos, dados que estos congresos son pequeños.  2) Al ser un trabajo de un alcance pequeño (respecto a los congresos usados), la utilidad del resultado también lo es.  Comentario menor:  Existe un error en la numeración de las páginas."
266,2,"El trabajo expone de manera clara y con buenos argumentos un análisis de la colaboración entre distintos investigadores e instituciones. Es interesante el aporte realizado, primero como identificación de las oportunidades de mejora en el trabajo conjunto, y segundo, como análisis de la publicación local.  Sería interesante aplicar la misma metodología sobre otros congresos del área, ya sea Chilenos o latino-americanos y ver los resultados obtenidos."
267,1,"Si bien es cierto el trabajo se encuentra bien estructurado y da muestras de una metodología adecuada, no queda clara la utilidad del estudio realizado. Los resultados obtenidos y presentados, se basan en un periodo de estudio muy reducido, lo cual quita confianza a las conclusiones. Se observan algunos pequeños errores de edición y redacción en el texto. Se recomienda ampliar el conjunto de datos de entrada del estudio."
268,0,"Me parece un trabajo interesante, principalmente por aportar evidencia empírica sobre técnicas de co-creación. Su contenido y estructura están técnicamente bien presentados. No obstante, el trabajo tiene omisiones relevantes para valorar su contribución científica. Por ejemplo, no presenta análisis estadístico de los datos arrojados. Solo expone una distribución de los resultados sin evidenciar significancia estadística. También extraño una sección (o en las conclusiones) sobre limitaciones a la validez del experimento. Creo que tiene varias amenazas a la validez que no han sido tratadas. Por nombrar algunas: no se explica si la asignación a los grupos fue aleatoriamente; el tiempo de las sesiones es distinta; el aprendizaje en sesiones anteriores, etc.  Otras sugerencias:  pág. 1	Título	Creo que no es adecuado el título. No representa el core del trabajo que es un experimento. pág. 4	Segunda columna	Errores en formato de viñetas  pág. 4	Tercera viñeta segunda columna	cada VEZ que  pág. 5	Última viñeta primera columna	paréntesis"
269,1,"El artículo trata sobre la colaboración en la creación de contenido a través de redes sociales. El articulo está bien estructurado y con algunos detalles de redacción. La bibliografía no cumple el formato exigido por el congreso.  Con respecto al tema del artículo, inicialmente se tuvo la duda sobre si era pertinente el artículo para el congreso, ya que era un experimento sobre el comportamiento social de unos individuos a través de redes sociales. Posteriormente al revisar el experimento, se puede apreciar que la pertinencia  está en la perspectiva de educación en ingeniería informática. Por lo anterior recomiendo que en el artículo se modifique el resumen mencionando el alcance del experimento para que el lector, desde un principio, tenga mayor conocimiento sobre el artículo. Además, para mayor pertinencia con el congreso, se recomienda dar mayor énfasis en la colaboración para el desarrollo de algunas tareas propias de la disciplina, tales como el análisis y/o diseño de sistemas. Por último el artículo es novedoso en la manera de cómo realizar algunas tareas a través de redes sociales."
270,1,"Este artículo presenta los resultados de un experimento donde se evidencia que las técnicas de  co-creación aplicadas a través de las redes sociales y haciendo uso de dispositivos móviles pueden potenciar la creatividad de los participantes. Es un tema interesante y que considero que puede ser aporte al congreso.  Se debe mejorar la forma de presentación del artículo.  Algunas observaciones y/o comentarios: - Los dos primeros párrafos de la Introducción es casi la totalidad del Resumen. - En página 4, cambiar “cada que” por “cada vez”. - En página 5, Paso 3, no cierra paréntesis en dos ocasiones. - Sugiero agrandar la Figura 2. - Considero excesivo utilizar una página para una sola figura. - En la Referencia [11] , corregir “Conference on the, 2009” - El número de  página 3 se repite tres veces. - Después de la página 7, sigue con la página 3. - Referencia [4] dice “2004b”"
271,-2,"El paper cuenta conlas secciones Introducción, Análisis Teórico, Resultados, y Conclusiones.  El paper está mal estructurado. En la sección Análisis Teórico se entremezclan conceptos básicos y aspectos metodológicos. La sección Resultados de un caso de estudio que en ningún lugar es definido. Posteriormente, se efectúa un análisis en palabras de resultados sobre una situación experimental tampoco descrita al detalle que garantice una replicabilidad experimental mínima. Finalmente, la sección Agradecimientos es altamente informal.  La redacción no sigue el canon usual de papers (redacción en tercera persona), sino que se presenta en primera persona. Se requiere mejorar sustancialmente el orden y la presentación de cada sección.  En resumen, el paper sugiere la idea de que la implementación de sistemas instrumentados de seguridad es vital para mejorar la seguridad y calidad de procesos en la industria. Sin embargo, no se proponen modelos, experiencias, resultados empíricos concretos u otro equivalente. No existen motivos reales para proponer la aceptación de este trabajo."
272,-2,"El paper presenta una investigación enfocada a evaluar el impacto de los sistemas instrumentados de seguridad en los procesos a los cuales se aplican.  La cantidad de referencias es pobre, considerando la naturaleza de la investigación. Es especialmente escaso el uso de referencias en la sección introductoria. También, la introducción no deja muy claro el aporte de la investigación ni la metodología utilizada, ambas cosas deberían ser parte de esta sección de manera concisa.  Se debe evitar el uso de primera persona plural en la redacción (ej., 3er párrafo de la sección ""análisis teórico"").  Colocar las referencias dentro del párrafo, no fuera (ej., párrafo ""Medidas de seguridad"", ""... iniciado. [7]"", debería ser ""... iniciado [7]."". Esto se repite en otras partes del documento.  Error de escritura en primer párrafo de 3era página.  Formato de referencias inconsistente (segundo párrafo en ""Riesgo remanente aceptado""). También mal uso de puntuación (Primer párrafo de 4ta página).  Sobre los resultados, estos no son claros. La pregunta de investigación está mal o ambiguamente planteada. En base a esto, es imposible entender el aporte o el enfoque planteado. Esto sumado al escaso marco teórico entregado, no se justifica la relevancia de la investigación presentada.  Las conclusiones no hacen referencia a ningún aspecto de investigación ni trabajo futuro.  Se debe revisar el formato de las referencias.  Por todos los motivos expuestos anteriormente, el trabajo no tiene la calidad suficiente para ser aceptado."
273,0,"Este articulo presenta un ""estado del arte"" en sistemas cooperativos con múltiples robots. Desde esta perspectiva, es un artículo de divulgación escrito adecuadamente y que desde el punto de vista de la bibliografía incluye referencias actuales.  Resulta complejo realizar una evaluación de un artículo de este tipo por su aporte, aunque hubiese sido adecuado proporcionar algún subproducto final, como una tabla comparativa o alguna evaluación (¿áreas de aplicación?) basada en el trabajo de investigación."
274,-2,"El trabajo presenta un estudio del estado del arte en lo que respecta a sistemas de robótica cooperativa de multi-robots. El foco de la revisión es la arquitectura de control presente en aquellos sistemas.  El abstract en inglés debe ser revisado en su redacción, en especial el uso de palabras, como ""giving""->""providing"", ""panoramic""->""general"", etc.  La introducción no entrega un mayor aporte a la estructura del documento. Se habla un poco de la investigación asociada al tema, pero con un uso muy bajo en referencias y la sección termina abruptamente sin explicar metodología o contribuciones del trabajo.  El trabajo entrega un ""planteamiento del problema"" muy poco claro y que no provee mayor relevancia. Más aun, además de identificar algunas aproximaciones al contexto, el trabajo no plantea ninguna solución, alternativa, categorización, marco de trabajo o aporte en general al (poco claro) problema presentado.  En resumen, el trabajo realiza una recopilación relativamente adecuada de información respecto a sistemas de robótica cooperativa de multi-robots, sin embargo, más allá de eso, no se revela un real aporte o relevancia desde el punto de vista científico al trabajo. Si estos puntos fueran más claros, si se presentara de forma directa la metodología, y si se presentara un producto concreto de investigación, este trabajo podría ser aceptado, pero en su estado actual no se recomienda."
275,-1,"Es un estudio del estado del arte de control distribuido multi robot. Lamentablemente estamos ante la presencia preliminar de la investigación, por lo que sus referencias son de acuerdo al avance. El problema es que no se percibe el problema a solucionar de manera específica, si manifiesta la intensión futura de una línea de trabajo, indicando espacios abiertos para investigar.  Se nota falta de preparación del trabajo, se utilizan nemónicos que no se definen previamente.  Se debe evitar escribir en primera persona.  Las referencias están apropiadas, pero con poco análisis, las cuales podrían hacerlo más interesante el trabajo."
